code,nav,percentage,time,createtime
001338,1.3034,-3.0986,2020-01-23 14:48:00,2020-02-01 20:28:08
001338,1.3045,-3.0171,2020-01-23 14:49:00,2020-02-01 20:28:08
001338,1.305,-2.9845,2020-01-23 14:50:00,2020-02-01 20:28:08
001338,1.3053,-2.9567,2020-01-23 14:51:00,2020-02-01 20:28:08
001338,1.3059,-2.9117,2020-01-23 14:52:00,2020-02-01 20:28:08
001338,1.305,-2.9781,2020-01-23 14:53:00,2020-02-01 20:28:08
001338,1.305,-2.9809,2020-01-23 14:54:00,2020-02-01 20:28:08
001338,1.3052,-2.9639,2020-01-23 14:55:00,2020-02-01 20:28:08
001338,1.3055,-2.9438,2020-01-23 14:56:00,2020-02-01 20:28:08
001338,1.3056,-2.9387,2020-01-23 14:57:00,2020-02-01 20:28:08
001338,1.3056,-2.9387,2020-01-23 14:58:00,2020-02-01 20:28:08
001338,1.3056,-2.9387,2020-01-23 14:59:00,2020-02-01 20:28:08
001338,1.3451,-0.26,2020-01-23 15:00:00,2020-02-01 20:28:08
001548,0.9999,0.15,2015-07-17 15:00:00,2020-01-16 14:29:54
001548,0.9984,-0.15,2015-07-21 15:00:00,2020-01-16 14:29:54
001548,0.9915,-0.69,2015-07-22 15:00:00,2020-01-16 14:29:54
001548,1.0023,1.09,2015-07-23 15:00:00,2020-01-16 14:29:54
001548,0.9909,-1.14,2015-07-24 15:00:00,2020-01-16 14:29:54
001548,0.9364,-5.5,2015-07-27 15:00:00,2020-01-16 14:29:54
001548,0.9348,-0.17,2015-07-28 15:00:00,2020-01-16 14:29:54
001548,0.9441,0.99,2015-07-29 15:00:00,2020-01-16 14:29:54
001548,0.9304,-1.45,2015-07-30 15:00:00,2020-01-16 14:29:54
001548,0.9294,-0.11,2015-07-31 15:00:00,2020-01-16 14:29:54
001548,0.9335,0.44,2015-08-03 15:00:00,2020-01-16 14:29:54
001548,0.9457,1.31,2015-08-04 15:00:00,2020-01-16 14:29:54
001548,0.9339,-1.25,2015-08-05 15:00:00,2020-01-16 14:29:54
001548,0.929,-0.52,2015-08-06 15:00:00,2020-01-16 14:29:54
001548,0.9383,1,2015-08-07 15:00:00,2020-01-16 14:29:54
001548,0.9676,3.12,2015-08-10 15:00:00,2020-01-16 14:29:54
001548,0.9604,-0.74,2015-08-11 15:00:00,2020-01-16 14:29:54
001548,0.9516,-0.92,2015-08-12 15:00:00,2020-01-16 14:29:54
001548,0.9583,0.7,2015-08-13 15:00:00,2020-01-16 14:29:54
001548,0.9575,-0.08,2015-08-14 15:00:00,2020-01-16 14:29:54
001548,0.9485,-0.94,2015-08-17 15:00:00,2020-01-16 14:29:54
001548,0.8992,-5.2,2015-08-18 15:00:00,2020-01-16 14:29:54
001548,0.9068,0.85,2015-08-19 15:00:00,2020-01-16 14:29:54
001548,0.8813,-2.81,2015-08-20 15:00:00,2020-01-16 14:29:54
001548,0.8514,-3.39,2015-08-21 15:00:00,2020-01-16 14:29:54
001548,0.7771,-8.73,2015-08-24 15:00:00,2020-01-16 14:29:54
001548,0.7268,-6.47,2015-08-25 15:00:00,2020-01-16 14:29:54
001548,0.7364,1.32,2015-08-26 15:00:00,2020-01-16 14:29:54
001548,0.7894,7.2,2015-08-27 15:00:00,2020-01-16 14:29:54
001548,0.8113,2.77,2015-08-28 15:00:00,2020-01-16 14:29:54
001548,0.829,2.18,2015-08-31 15:00:00,2020-01-16 14:29:54
001548,0.8356,0.8,2015-09-01 15:00:00,2020-01-16 14:29:54
001548,0.8403,0.56,2015-09-02 15:00:00,2020-01-16 14:29:54
001548,0.8021,-4.55,2015-09-07 15:00:00,2020-01-16 14:29:54
001548,0.8181,1.99,2015-09-08 15:00:00,2020-01-16 14:29:54
001548,0.8293,1.37,2015-09-09 15:00:00,2020-01-16 14:29:54
001548,0.8284,-0.11,2015-09-10 15:00:00,2020-01-16 14:29:54
001548,0.8237,-0.57,2015-09-11 15:00:00,2020-01-16 14:29:54
001548,0.8355,1.43,2015-09-14 15:00:00,2020-01-16 14:29:54
001548,0.8167,-2.25,2015-09-15 15:00:00,2020-01-16 14:29:54
001548,0.8401,2.87,2015-09-16 15:00:00,2020-01-16 14:29:54
001548,0.8235,-1.98,2015-09-17 15:00:00,2020-01-16 14:29:54
001548,0.825,0.18,2015-09-18 15:00:00,2020-01-16 14:29:54
001548,0.8302,0.63,2015-09-21 15:00:00,2020-01-16 14:29:54
001548,0.8383,0.98,2015-09-22 15:00:00,2020-01-16 14:29:54
001548,0.8177,-2.46,2015-09-23 15:00:00,2020-01-16 14:29:54
001548,0.821,0.4,2015-09-24 15:00:00,2020-01-16 14:29:54
001548,0.8193,-0.21,2015-09-25 15:00:00,2020-01-16 14:29:54
001548,0.8144,-0.6,2015-09-28 15:00:00,2020-01-16 14:29:54
001548,0.799,-1.89,2015-09-29 15:00:00,2020-01-16 14:29:54
001548,0.8053,0.79,2015-09-30 15:00:00,2020-01-16 14:29:54
001548,0.821,1.95,2015-10-08 15:00:00,2020-01-16 14:29:54
001548,0.8311,1.23,2015-10-09 15:00:00,2020-01-16 14:29:54
001548,0.8544,2.8,2015-10-12 15:00:00,2020-01-16 14:29:54
001548,0.8499,-0.53,2015-10-13 15:00:00,2020-01-16 14:29:54
001548,0.8436,-0.74,2015-10-14 15:00:00,2020-01-16 14:29:54
001548,0.8606,2.02,2015-10-15 15:00:00,2020-01-16 14:29:54
001548,0.8714,1.25,2015-10-16 15:00:00,2020-01-16 14:29:54
001548,0.8698,-0.18,2015-10-19 15:00:00,2020-01-16 14:29:54
001548,0.8765,0.77,2015-10-20 15:00:00,2020-01-16 14:29:54
001548,0.8774,0.1,2015-10-21 15:00:00,2020-01-16 14:29:54
001548,0.8741,-0.38,2015-10-22 15:00:00,2020-01-16 14:29:54
001548,0.8789,0.55,2015-10-23 15:00:00,2020-01-16 14:29:54
001548,0.8794,0.06,2015-10-26 15:00:00,2020-01-16 14:29:54
001548,0.8794,0,2015-10-27 15:00:00,2020-01-16 14:29:54
001548,0.8652,-1.61,2015-10-28 15:00:00,2020-01-16 14:29:54
001548,0.864,-0.14,2015-10-29 15:00:00,2020-01-16 14:29:54
001548,0.866,0.23,2015-10-30 15:00:00,2020-01-16 14:29:54
001548,0.8541,-1.37,2015-11-02 15:00:00,2020-01-16 14:29:54
001548,0.8511,-0.35,2015-11-03 15:00:00,2020-01-16 14:29:54
001548,0.8867,4.18,2015-11-04 15:00:00,2020-01-16 14:29:54
001548,0.912,2.85,2015-11-05 15:00:00,2020-01-16 14:29:54
001548,0.9308,2.06,2015-11-06 15:00:00,2020-01-16 14:29:54
001548,0.9448,1.5,2015-11-09 15:00:00,2020-01-16 14:29:54
001548,0.9409,-0.41,2015-11-10 15:00:00,2020-01-16 14:29:54
001548,0.9351,-0.62,2015-11-11 15:00:00,2020-01-16 14:29:54
001548,0.9245,-1.13,2015-11-12 15:00:00,2020-01-16 14:29:54
001548,0.9143,-1.1,2015-11-13 15:00:00,2020-01-16 14:29:54
001548,0.9139,-0.04,2015-11-16 15:00:00,2020-01-16 14:29:54
001548,0.916,0.23,2015-11-17 15:00:00,2020-01-16 14:29:54
001548,0.911,-0.55,2015-11-18 15:00:00,2020-01-16 14:29:54
001548,0.9194,0.92,2015-11-19 15:00:00,2020-01-16 14:29:54
001548,0.9172,-0.24,2015-11-20 15:00:00,2020-01-16 14:29:54
001548,0.9138,-0.37,2015-11-23 15:00:00,2020-01-16 14:29:54
001548,0.9107,-0.34,2015-11-24 15:00:00,2020-01-16 14:29:54
001548,0.9147,0.44,2015-11-25 15:00:00,2020-01-16 14:29:54
001548,0.9116,-0.34,2015-11-26 15:00:00,2020-01-16 14:29:54
001548,0.8707,-4.49,2015-11-27 15:00:00,2020-01-16 14:29:54
001548,0.8727,0.23,2015-11-30 15:00:00,2020-01-16 14:29:54
001548,0.8756,0.33,2015-12-01 15:00:00,2020-01-16 14:29:54
001548,0.9153,4.53,2015-12-02 15:00:00,2020-01-16 14:29:54
001548,0.9167,0.15,2015-12-03 15:00:00,2020-01-16 14:29:54
001548,0.8944,-2.43,2015-12-04 15:00:00,2020-01-16 14:29:54
001548,0.8934,-0.11,2015-12-07 15:00:00,2020-01-16 14:29:54
001548,0.8825,-1.22,2015-12-08 15:00:00,2020-01-16 14:29:54
001548,0.8847,0.25,2015-12-09 15:00:00,2020-01-16 14:29:54
001548,0.8802,-0.51,2015-12-10 15:00:00,2020-01-16 14:29:54
001548,0.8755,-0.53,2015-12-11 15:00:00,2020-01-16 14:29:54
001548,0.9,2.8,2015-12-14 15:00:00,2020-01-16 14:29:54
001548,0.889,-1.22,2015-12-15 15:00:00,2020-01-16 14:29:54
001548,0.8867,-0.26,2015-12-16 15:00:00,2020-01-16 14:29:54
001548,0.8976,1.23,2015-12-17 15:00:00,2020-01-16 14:29:54
001548,0.9024,0.53,2015-12-18 15:00:00,2020-01-16 14:29:54
001548,0.929,2.95,2015-12-21 15:00:00,2020-01-16 14:29:54
001548,0.9277,-0.14,2015-12-22 15:00:00,2020-01-16 14:29:54
001548,0.9303,0.28,2015-12-23 15:00:00,2020-01-16 14:29:54
001548,0.9228,-0.81,2015-12-24 15:00:00,2020-01-16 14:29:54
001548,0.9265,0.4,2015-12-25 15:00:00,2020-01-16 14:29:54
001548,0.8987,-3,2015-12-28 15:00:00,2020-01-16 14:29:54
001548,0.9058,0.79,2015-12-29 15:00:00,2020-01-16 14:29:54
001548,0.9058,0,2015-12-30 15:00:00,2020-01-16 14:29:54
001548,0.9012,-0.51,2015-12-31 15:00:00,2020-01-16 14:29:54
001548,0.8497,-5.71,2016-01-04 15:00:00,2020-01-16 14:29:54
001548,0.8556,0.69,2016-01-05 15:00:00,2020-01-16 14:29:54
001548,0.8657,1.18,2016-01-06 15:00:00,2020-01-16 14:29:54
001548,0.8183,-5.48,2016-01-07 15:00:00,2020-01-16 14:29:54
001548,0.8317,1.64,2016-01-08 15:00:00,2020-01-16 14:29:54
001548,0.7972,-4.15,2016-01-11 15:00:00,2020-01-16 14:29:54
001548,0.8011,0.49,2016-01-12 15:00:00,2020-01-16 14:29:54
001548,0.7922,-1.11,2016-01-13 15:00:00,2020-01-16 14:29:54
001548,0.8013,1.15,2016-01-14 15:00:00,2020-01-16 14:29:54
001548,0.7803,-2.62,2016-01-15 15:00:00,2020-01-16 14:29:54
001548,0.7797,-0.08,2016-01-18 15:00:00,2020-01-16 14:29:54
001548,0.8,2.6,2016-01-19 15:00:00,2020-01-16 14:29:54
001548,0.7859,-1.76,2016-01-20 15:00:00,2020-01-16 14:29:54
001548,0.7693,-2.11,2016-01-21 15:00:00,2020-01-16 14:29:54
001548,0.7765,0.94,2016-01-22 15:00:00,2020-01-16 14:29:54
001548,0.7776,0.14,2016-01-25 15:00:00,2020-01-16 14:29:54
001548,0.7387,-5,2016-01-26 15:00:00,2020-01-16 14:29:54
001548,0.7391,0.05,2016-01-27 15:00:00,2020-01-16 14:29:54
001548,0.7255,-1.84,2016-01-28 15:00:00,2020-01-16 14:29:54
001548,0.7454,2.74,2016-01-29 15:00:00,2020-01-16 14:29:54
001548,0.7327,-1.7,2016-02-01 15:00:00,2020-01-16 14:29:54
001548,0.7434,1.46,2016-02-02 15:00:00,2020-01-16 14:29:54
001548,0.7376,-0.78,2016-02-03 15:00:00,2020-01-16 14:29:54
001548,0.745,1,2016-02-04 15:00:00,2020-01-16 14:29:54
001548,0.7427,-0.31,2016-02-05 15:00:00,2020-01-16 14:29:54
001548,0.7362,-0.88,2016-02-15 15:00:00,2020-01-16 14:29:54
001548,0.7548,2.53,2016-02-16 15:00:00,2020-01-16 14:29:54
001548,0.7596,0.64,2016-02-17 15:00:00,2020-01-16 14:29:54
001548,0.7576,-0.26,2016-02-18 15:00:00,2020-01-16 14:29:54
001548,0.7557,-0.25,2016-02-19 15:00:00,2020-01-16 14:29:54
001548,0.7733,2.33,2016-02-22 15:00:00,2020-01-16 14:29:54
001548,0.7644,-1.15,2016-02-23 15:00:00,2020-01-16 14:29:54
001548,0.7686,0.55,2016-02-24 15:00:00,2020-01-16 14:29:54
001548,0.7293,-5.11,2016-02-25 15:00:00,2020-01-16 14:29:54
001548,0.7374,1.11,2016-02-26 15:00:00,2020-01-16 14:29:54
001548,0.7336,-0.52,2016-02-29 15:00:00,2020-01-16 14:29:54
001548,0.7432,1.31,2016-03-01 15:00:00,2020-01-16 14:29:54
001548,0.7678,3.31,2016-03-02 15:00:00,2020-01-16 14:29:54
001548,0.7715,0.48,2016-03-03 15:00:00,2020-01-16 14:29:54
001548,0.7963,3.21,2016-03-04 15:00:00,2020-01-16 14:29:54
001548,0.7909,-0.68,2016-03-07 15:00:00,2020-01-16 14:29:54
001548,0.7937,0.35,2016-03-08 15:00:00,2020-01-16 14:29:54
001548,0.7925,-0.15,2016-03-09 15:00:00,2020-01-16 14:29:54
001548,0.7743,-2.3,2016-03-10 15:00:00,2020-01-16 14:29:54
001548,0.7771,0.36,2016-03-11 15:00:00,2020-01-16 14:29:54
001548,0.7793,0.28,2016-03-14 15:00:00,2020-01-16 14:29:54
001548,0.7871,1,2016-03-15 15:00:00,2020-01-16 14:29:54
001548,0.7991,1.52,2016-03-16 15:00:00,2020-01-16 14:29:54
001548,0.7976,-0.19,2016-03-17 15:00:00,2020-01-16 14:29:54
001548,0.8008,0.4,2016-03-18 15:00:00,2020-01-16 14:29:54
001548,0.818,2.15,2016-03-21 15:00:00,2020-01-16 14:29:54
001548,0.8113,-0.82,2016-03-22 15:00:00,2020-01-16 14:29:54
001548,0.8119,0.07,2016-03-23 15:00:00,2020-01-16 14:29:54
001548,0.7994,-1.54,2016-03-24 15:00:00,2020-01-16 14:29:54
001548,0.8032,0.48,2016-03-25 15:00:00,2020-01-16 14:29:54
001548,0.7942,-1.12,2016-03-28 15:00:00,2020-01-16 14:29:54
001548,0.7886,-0.71,2016-03-29 15:00:00,2020-01-16 14:29:54
001548,0.8054,2.13,2016-03-30 15:00:00,2020-01-16 14:29:54
001548,0.8049,-0.06,2016-03-31 15:00:00,2020-01-16 14:29:54
001548,0.8087,0.47,2016-04-01 15:00:00,2020-01-16 14:29:54
001548,0.813,0.53,2016-04-05 15:00:00,2020-01-16 14:29:54
001548,0.8089,-0.5,2016-04-06 15:00:00,2020-01-16 14:29:54
001548,0.7989,-1.24,2016-04-07 15:00:00,2020-01-16 14:29:54
001548,0.7936,-0.66,2016-04-08 15:00:00,2020-01-16 14:29:54
001548,0.8016,1.01,2016-04-11 15:00:00,2020-01-16 14:29:54
001548,0.8,-0.2,2016-04-12 15:00:00,2020-01-16 14:29:54
001548,0.8091,1.14,2016-04-13 15:00:00,2020-01-16 14:29:54
001548,0.812,0.36,2016-04-14 15:00:00,2020-01-16 14:29:54
001548,0.813,0.12,2016-04-15 15:00:00,2020-01-16 14:29:54
001548,0.8046,-1.03,2016-04-18 15:00:00,2020-01-16 14:29:54
001548,0.8064,0.22,2016-04-19 15:00:00,2020-01-16 14:29:54
001548,0.8031,-0.41,2016-04-20 15:00:00,2020-01-16 14:29:54
001548,0.8009,-0.27,2016-04-21 15:00:00,2020-01-16 14:29:54
001548,0.8045,0.45,2016-04-22 15:00:00,2020-01-16 14:29:54
001548,0.8013,-0.4,2016-04-25 15:00:00,2020-01-16 14:29:54
001548,0.8037,0.3,2016-04-26 15:00:00,2020-01-16 14:29:54
001548,0.8005,-0.4,2016-04-27 15:00:00,2020-01-16 14:29:54
001548,0.7998,-0.09,2016-04-28 15:00:00,2020-01-16 14:29:54
001548,0.7979,-0.24,2016-04-29 15:00:00,2020-01-16 14:29:54
001548,0.8059,1,2016-05-03 15:00:00,2020-01-16 14:29:54
001548,0.8039,-0.25,2016-05-04 15:00:00,2020-01-16 14:29:54
001548,0.804,0.01,2016-05-05 15:00:00,2020-01-16 14:29:54
001548,0.7888,-1.89,2016-05-06 15:00:00,2020-01-16 14:29:54
001548,0.7774,-1.45,2016-05-09 15:00:00,2020-01-16 14:29:54
001548,0.7778,0.05,2016-05-10 15:00:00,2020-01-16 14:29:54
001548,0.7801,0.3,2016-05-11 15:00:00,2020-01-16 14:29:54
001548,0.7822,0.27,2016-05-12 15:00:00,2020-01-16 14:29:54
001548,0.7791,-0.4,2016-05-13 15:00:00,2020-01-16 14:29:54
001548,0.7814,0.3,2016-05-16 15:00:00,2020-01-16 14:29:54
001548,0.7793,-0.27,2016-05-17 15:00:00,2020-01-16 14:29:54
001548,0.7802,0.12,2016-05-18 15:00:00,2020-01-16 14:29:54
001548,0.7784,-0.23,2016-05-19 15:00:00,2020-01-16 14:29:54
001548,0.7817,0.42,2016-05-20 15:00:00,2020-01-16 14:29:54
001548,0.7815,-0.03,2016-05-23 15:00:00,2020-01-16 14:29:54
001548,0.776,-0.7,2016-05-24 15:00:00,2020-01-16 14:29:54
001548,0.7778,0.23,2016-05-25 15:00:00,2020-01-16 14:29:54
001548,0.7793,0.19,2016-05-26 15:00:00,2020-01-16 14:29:54
001548,0.7789,-0.05,2016-05-27 15:00:00,2020-01-16 14:29:54
001548,0.7848,0.76,2016-05-30 15:00:00,2020-01-16 14:29:54
001548,0.8065,2.77,2016-05-31 15:00:00,2020-01-16 14:29:54
001548,0.8008,-0.71,2016-06-01 15:00:00,2020-01-16 14:29:54
001548,0.8004,-0.05,2016-06-02 15:00:00,2020-01-16 14:29:54
001548,0.8065,0.76,2016-06-03 15:00:00,2020-01-16 14:29:54
001548,0.8022,-0.53,2016-06-06 15:00:00,2020-01-16 14:29:54
001548,0.8033,0.14,2016-06-07 15:00:00,2020-01-16 14:29:54
001548,0.8014,-0.24,2016-06-08 15:00:00,2020-01-16 14:29:54
001548,0.7845,-2.11,2016-06-13 15:00:00,2020-01-16 14:29:54
001548,0.7884,0.5,2016-06-14 15:00:00,2020-01-16 14:29:54
001548,0.7926,0.53,2016-06-15 15:00:00,2020-01-16 14:29:54
001548,0.7891,-0.44,2016-06-16 15:00:00,2020-01-16 14:29:54
001548,0.7922,0.39,2016-06-17 15:00:00,2020-01-16 14:29:54
001548,0.7927,0.06,2016-06-20 15:00:00,2020-01-16 14:29:54
001548,0.7928,0.01,2016-06-21 15:00:00,2020-01-16 14:29:54
001548,0.7967,0.49,2016-06-22 15:00:00,2020-01-16 14:29:54
001548,0.7939,-0.35,2016-06-23 15:00:00,2020-01-16 14:29:54
001548,0.7851,-1.11,2016-06-24 15:00:00,2020-01-16 14:29:54
001548,0.7922,0.9,2016-06-27 15:00:00,2020-01-16 14:29:54
001548,0.7941,0.24,2016-06-28 15:00:00,2020-01-16 14:29:54
001548,0.8018,0.97,2016-06-29 15:00:00,2020-01-16 14:29:54
001548,0.8018,0,2016-06-30 15:00:00,2020-01-16 14:29:54
001548,0.804,0.27,2016-07-01 15:00:00,2020-01-16 14:29:54
001548,0.8171,1.63,2016-07-04 15:00:00,2020-01-16 14:29:54
001548,0.8197,0.32,2016-07-05 15:00:00,2020-01-16 14:29:54
001548,0.8195,-0.02,2016-07-06 15:00:00,2020-01-16 14:29:54
001548,0.8212,0.21,2016-07-07 15:00:00,2020-01-16 14:29:54
001548,0.8167,-0.55,2016-07-08 15:00:00,2020-01-16 14:29:54
001548,0.8197,0.37,2016-07-11 15:00:00,2020-01-16 14:29:54
001548,0.8356,1.94,2016-07-12 15:00:00,2020-01-16 14:29:54
001548,0.8383,0.32,2016-07-13 15:00:00,2020-01-16 14:29:54
001548,0.8376,-0.08,2016-07-14 15:00:00,2020-01-16 14:29:54
001548,0.8373,-0.04,2016-07-15 15:00:00,2020-01-16 14:29:54
001548,0.8359,-0.17,2016-07-18 15:00:00,2020-01-16 14:29:54
001548,0.8313,-0.55,2016-07-19 15:00:00,2020-01-16 14:29:54
001548,0.8283,-0.36,2016-07-20 15:00:00,2020-01-16 14:29:54
001548,0.8322,0.47,2016-07-21 15:00:00,2020-01-16 14:29:54
001548,0.8248,-0.89,2016-07-22 15:00:00,2020-01-16 14:29:54
001548,0.8257,0.11,2016-07-25 15:00:00,2020-01-16 14:29:54
001548,0.8339,0.99,2016-07-26 15:00:00,2020-01-16 14:29:54
001548,0.8307,-0.38,2016-07-27 15:00:00,2020-01-16 14:29:54
001548,0.8273,-0.41,2016-07-28 15:00:00,2020-01-16 14:29:54
001548,0.8242,-0.37,2016-07-29 15:00:00,2020-01-16 14:29:54
001548,0.8214,-0.34,2016-08-01 15:00:00,2020-01-16 14:29:54
001548,0.8216,0.02,2016-08-02 15:00:00,2020-01-16 14:29:54
001548,0.8207,-0.11,2016-08-03 15:00:00,2020-01-16 14:29:54
001548,0.8199,-0.1,2016-08-04 15:00:00,2020-01-16 14:29:54
001548,0.8223,0.29,2016-08-05 15:00:00,2020-01-16 14:29:54
001548,0.826,0.45,2016-08-08 15:00:00,2020-01-16 14:29:54
001548,0.8316,0.68,2016-08-09 15:00:00,2020-01-16 14:29:54
001548,0.8297,-0.23,2016-08-10 15:00:00,2020-01-16 14:29:54
001548,0.833,0.4,2016-08-11 15:00:00,2020-01-16 14:29:54
001548,0.849,1.92,2016-08-12 15:00:00,2020-01-16 14:29:54
001548,0.872,2.71,2016-08-15 15:00:00,2020-01-16 14:29:54
001548,0.861,-1.26,2016-08-16 15:00:00,2020-01-16 14:29:54
001548,0.8595,-0.17,2016-08-17 15:00:00,2020-01-16 14:29:54
001548,0.8563,-0.37,2016-08-18 15:00:00,2020-01-16 14:29:54
001548,0.8588,0.29,2016-08-19 15:00:00,2020-01-16 14:29:54
001548,0.8544,-0.51,2016-08-22 15:00:00,2020-01-16 14:29:54
001548,0.856,0.19,2016-08-23 15:00:00,2020-01-16 14:29:54
001548,0.8526,-0.4,2016-08-24 15:00:00,2020-01-16 14:29:54
001548,0.849,-0.42,2016-08-25 15:00:00,2020-01-16 14:29:54
001548,0.848,-0.12,2016-08-26 15:00:00,2020-01-16 14:29:54
001548,0.8461,-0.22,2016-08-29 15:00:00,2020-01-16 14:29:54
001548,0.8495,0.4,2016-08-30 15:00:00,2020-01-16 14:29:54
001548,0.8525,0.35,2016-08-31 15:00:00,2020-01-16 14:29:54
001548,0.8482,-0.5,2016-09-01 15:00:00,2020-01-16 14:29:54
001548,0.8515,0.39,2016-09-02 15:00:00,2020-01-16 14:29:54
001548,0.8515,0,2016-09-05 15:00:00,2020-01-16 14:29:54
001548,0.8527,0.14,2016-09-06 15:00:00,2020-01-16 14:29:54
001548,0.8542,0.18,2016-09-07 15:00:00,2020-01-16 14:29:54
001548,0.8542,0,2016-09-08 15:00:00,2020-01-16 14:29:54
001548,0.8515,-0.32,2016-09-09 15:00:00,2020-01-16 14:29:54
001548,0.8409,-1.24,2016-09-12 15:00:00,2020-01-16 14:29:54
001548,0.8385,-0.29,2016-09-13 15:00:00,2020-01-16 14:29:54
001548,0.8326,-0.7,2016-09-14 15:00:00,2020-01-16 14:29:54
001548,0.8371,0.54,2016-09-19 15:00:00,2020-01-16 14:29:54
001548,0.8352,-0.23,2016-09-20 15:00:00,2020-01-16 14:29:54
001548,0.8364,0.14,2016-09-21 15:00:00,2020-01-16 14:29:54
001548,0.8413,0.59,2016-09-22 15:00:00,2020-01-16 14:29:54
001548,0.8397,-0.19,2016-09-23 15:00:00,2020-01-16 14:29:54
001548,0.8296,-1.2,2016-09-26 15:00:00,2020-01-16 14:29:54
001548,0.8329,0.4,2016-09-27 15:00:00,2020-01-16 14:29:54
001548,0.8294,-0.42,2016-09-28 15:00:00,2020-01-16 14:29:54
001548,0.8325,0.37,2016-09-29 15:00:00,2020-01-16 14:29:54
001548,0.833,0.06,2016-09-30 15:00:00,2020-01-16 14:29:54
001548,0.8426,1.15,2016-10-10 15:00:00,2020-01-16 14:29:54
001548,0.8449,0.27,2016-10-11 15:00:00,2020-01-16 14:29:54
001548,0.8419,-0.36,2016-10-12 15:00:00,2020-01-16 14:29:54
001548,0.8423,0.05,2016-10-13 15:00:00,2020-01-16 14:29:54
001548,0.8451,0.33,2016-10-14 15:00:00,2020-01-16 14:29:54
001548,0.8388,-0.75,2016-10-17 15:00:00,2020-01-16 14:29:54
001548,0.8494,1.26,2016-10-18 15:00:00,2020-01-16 14:29:54
001548,0.8488,-0.07,2016-10-19 15:00:00,2020-01-16 14:29:54
001548,0.8494,0.07,2016-10-20 15:00:00,2020-01-16 14:29:54
001548,0.8554,0.71,2016-10-21 15:00:00,2020-01-16 14:29:54
001548,0.8652,1.15,2016-10-24 15:00:00,2020-01-16 14:29:54
001548,0.8633,-0.22,2016-10-25 15:00:00,2020-01-16 14:29:54
001548,0.8599,-0.39,2016-10-26 15:00:00,2020-01-16 14:29:54
001548,0.8575,-0.28,2016-10-27 15:00:00,2020-01-16 14:29:54
001548,0.8587,0.14,2016-10-28 15:00:00,2020-01-16 14:29:54
001548,0.8574,-0.15,2016-10-31 15:00:00,2020-01-16 14:29:54
001548,0.862,0.54,2016-11-01 15:00:00,2020-01-16 14:29:54
001548,0.8552,-0.79,2016-11-02 15:00:00,2020-01-16 14:29:54
001548,0.8657,1.23,2016-11-03 15:00:00,2020-01-16 14:29:54
001548,0.865,-0.08,2016-11-04 15:00:00,2020-01-16 14:29:54
001548,0.8667,0.2,2016-11-07 15:00:00,2020-01-16 14:29:54
001548,0.8688,0.24,2016-11-08 15:00:00,2020-01-16 14:29:54
001548,0.862,-0.78,2016-11-09 15:00:00,2020-01-16 14:29:54
001548,0.871,1.04,2016-11-10 15:00:00,2020-01-16 14:29:54
001548,0.8779,0.79,2016-11-11 15:00:00,2020-01-16 14:29:54
001548,0.8812,0.38,2016-11-14 15:00:00,2020-01-16 14:29:54
001548,0.8786,-0.3,2016-11-15 15:00:00,2020-01-16 14:29:54
001548,0.8783,-0.03,2016-11-16 15:00:00,2020-01-16 14:29:54
001548,0.8806,0.26,2016-11-17 15:00:00,2020-01-16 14:29:54
001548,0.8772,-0.39,2016-11-18 15:00:00,2020-01-16 14:29:54
001548,0.8867,1.08,2016-11-21 15:00:00,2020-01-16 14:29:54
001548,0.8933,0.74,2016-11-22 15:00:00,2020-01-16 14:29:54
001548,0.8959,0.29,2016-11-23 15:00:00,2020-01-16 14:29:54
001548,0.8989,0.33,2016-11-24 15:00:00,2020-01-16 14:29:54
001548,0.9079,1,2016-11-25 15:00:00,2020-01-16 14:29:54
001548,0.9108,0.32,2016-11-28 15:00:00,2020-01-16 14:29:54
001548,0.924,1.45,2016-11-29 15:00:00,2020-01-16 14:29:54
001548,0.9165,-0.81,2016-11-30 15:00:00,2020-01-16 14:29:54
001548,0.9204,0.43,2016-12-01 15:00:00,2020-01-16 14:29:54
001548,0.9151,-0.58,2016-12-02 15:00:00,2020-01-16 14:29:54
001548,0.901,-1.54,2016-12-05 15:00:00,2020-01-16 14:29:54
001548,0.8986,-0.27,2016-12-06 15:00:00,2020-01-16 14:29:54
001548,0.9015,0.32,2016-12-07 15:00:00,2020-01-16 14:29:54
001548,0.9023,0.09,2016-12-08 15:00:00,2020-01-16 14:29:54
001548,0.9139,1.29,2016-12-09 15:00:00,2020-01-16 14:29:54
001548,0.9057,-0.9,2016-12-12 15:00:00,2020-01-16 14:29:54
001548,0.9003,-0.6,2016-12-13 15:00:00,2020-01-16 14:29:54
001548,0.8959,-0.49,2016-12-14 15:00:00,2020-01-16 14:29:54
001548,0.8782,-1.98,2016-12-15 15:00:00,2020-01-16 14:29:54
001548,0.8756,-0.3,2016-12-16 15:00:00,2020-01-16 14:29:54
001548,0.8717,-0.45,2016-12-19 15:00:00,2020-01-16 14:29:54
001548,0.8676,-0.47,2016-12-20 15:00:00,2020-01-16 14:29:54
001548,0.8739,0.73,2016-12-21 15:00:00,2020-01-16 14:29:54
001548,0.8719,-0.23,2016-12-22 15:00:00,2020-01-16 14:29:54
001548,0.8671,-0.55,2016-12-23 15:00:00,2020-01-16 14:29:54
