code,nav,percentage,createtime
070023,2.0606,-0.2449,2020-01-14 14:41:00
070023,2.0608,-0.2358,2020-01-14 14:10:00
070023,2.0608,-0.2358,2020-01-14 14:11:00
070023,2.0608,-0.2358,2020-01-14 14:15:00
070023,2.0612,-0.2177,2020-01-14 14:24:00
070023,2.0612,-0.2177,2020-01-14 14:27:00
070023,2.0612,-0.2177,2020-01-14 14:40:00
070023,2.0614,-0.2086,2020-01-14 14:09:00
070023,2.0614,-0.2086,2020-01-14 14:23:00
070023,2.0614,-0.2086,2020-01-14 14:25:00
070023,2.0614,-0.2086,2020-01-14 14:28:00
070023,2.0614,-0.2086,2020-01-14 14:29:00
070023,2.0616,-0.1995,2020-01-14 14:03:00
070023,2.0616,-0.1995,2020-01-14 14:04:00
070023,2.0616,-0.1995,2020-01-14 14:14:00
070023,2.0616,-0.1995,2020-01-14 14:16:00
070023,2.0616,-0.1995,2020-01-14 14:17:00
070023,2.0616,-0.1995,2020-01-14 14:18:00
070023,2.0616,-0.1995,2020-01-14 14:26:00
070023,2.0616,-0.1995,2020-01-14 14:39:00
070023,2.0618,-0.1905,2020-01-14 13:11:00
070023,2.0618,-0.1905,2020-01-14 14:08:00
070023,2.0618,-0.1905,2020-01-14 14:12:00
070023,2.0618,-0.1905,2020-01-14 14:38:00
070023,2.062,-0.1814,2020-01-14 14:36:00
070023,2.062,-0.1814,2020-01-14 14:37:00
070023,2.0621,-0.1723,2020-01-14 14:22:00
070023,2.0623,-0.1633,2020-01-14 13:10:00
070023,2.0623,-0.1633,2020-01-14 14:13:00
070023,2.0623,-0.1633,2020-01-14 14:19:00
070023,2.0623,-0.1633,2020-01-14 14:35:00
070023,2.0625,-0.1542,2020-01-14 14:06:00
070023,2.0625,-0.1542,2020-01-14 14:20:00
070023,2.0627,-0.1451,2020-01-14 14:07:00
070023,2.0627,-0.1451,2020-01-14 14:21:00
070023,2.0627,-0.1451,2020-01-14 14:34:00
070023,2.0629,-0.1361,2020-01-14 13:09:00
070023,2.0629,-0.1361,2020-01-14 14:02:00
070023,2.0629,-0.1361,2020-01-14 14:05:00
070023,2.0629,-0.1361,2020-01-14 14:33:00
070023,2.0631,-0.127,2020-01-14 14:30:00
070023,2.0633,-0.1179,2020-01-14 13:02:00
070023,2.0635,-0.1088,2020-01-14 13:03:00
070023,2.0635,-0.1088,2020-01-14 14:31:00
070023,2.0635,-0.1088,2020-01-14 14:32:00
070023,2.0636,-0.0998,2020-01-14 13:00:00
070023,2.0636,-0.0998,2020-01-14 13:04:00
070023,2.0636,-0.0998,2020-01-14 14:01:00
070023,2.0638,-0.0907,2020-01-14 13:01:00
070023,2.0638,-0.0907,2020-01-14 13:08:00
070023,2.064,-0.0816,2020-01-14 13:05:00
070023,2.064,-0.0816,2020-01-14 13:06:00
070023,2.064,-0.0816,2020-01-14 13:13:00
070023,2.0642,-0.0726,2020-01-14 11:24:00
070023,2.0642,-0.0726,2020-01-14 11:28:00
070023,2.0642,-0.0726,2020-01-14 13:07:00
070023,2.0642,-0.0726,2020-01-14 13:12:00
070023,2.0642,-0.0726,2020-01-14 13:15:00
070023,2.0642,-0.0726,2020-01-14 13:59:00
070023,2.0644,-0.0635,2020-01-14 11:26:00
070023,2.0644,-0.0635,2020-01-14 11:30:00
070023,2.0644,-0.0635,2020-01-14 13:14:00
070023,2.0646,-0.0544,2020-01-14 11:25:00
070023,2.0646,-0.0544,2020-01-14 11:29:00
070023,2.0646,-0.0544,2020-01-14 13:32:00
070023,2.0646,-0.0544,2020-01-14 13:58:00
070023,2.0646,-0.0544,2020-01-14 14:00:00
070023,2.0648,-0.0454,2020-01-14 11:27:00
070023,2.0648,-0.0454,2020-01-14 13:16:00
070023,2.0648,-0.0454,2020-01-14 13:30:00
070023,2.0648,-0.0454,2020-01-14 13:33:00
070023,2.0648,-0.0454,2020-01-14 13:53:00
070023,2.0648,-0.0454,2020-01-14 13:54:00
070023,2.0648,-0.0454,2020-01-14 13:57:00
070023,2.065,-0.0363,2020-01-14 13:18:00
070023,2.065,-0.0363,2020-01-14 13:31:00
070023,2.065,-0.0363,2020-01-14 13:55:00
070023,2.0651,-0.0272,2020-01-14 11:23:00
070023,2.0651,-0.0272,2020-01-14 13:19:00
070023,2.0651,-0.0272,2020-01-14 13:20:00
070023,2.0651,-0.0272,2020-01-14 13:25:00
070023,2.0651,-0.0272,2020-01-14 13:52:00
070023,2.0653,-0.0181,2020-01-14 13:17:00
070023,2.0655,-0.0091,2020-01-14 11:22:00
070023,2.0655,-0.0091,2020-01-14 13:26:00
070023,2.0655,-0.0091,2020-01-14 13:29:00
070023,2.0655,-0.0091,2020-01-14 13:56:00
070023,2.0657,0,2020-01-14 13:24:00
070023,2.0657,0,2020-01-14 13:27:00
070023,2.0657,0,2020-01-14 13:28:00
070023,2.0657,0,2020-01-14 13:34:00
070023,2.0657,0,2020-01-14 13:51:00
070023,2.0659,0.0091,2020-01-14 10:10:00
070023,2.0659,0.0091,2020-01-14 13:21:00
070023,2.0659,0.0091,2020-01-14 13:22:00
070023,2.0661,0.0181,2020-01-14 13:23:00
070023,2.0661,0.0181,2020-01-14 13:50:00
070023,2.0663,0.0272,2020-01-14 10:05:00
070023,2.0664,0.0363,2020-01-14 10:09:00
070023,2.0664,0.0363,2020-01-14 11:21:00
070023,2.0666,0.0454,2020-01-14 10:04:00
070023,2.0666,0.0454,2020-01-14 13:35:00
070023,2.0668,0.0544,2020-01-14 10:06:00
070023,2.067,0.0635,2020-01-14 10:08:00
070023,2.067,0.0635,2020-01-14 10:11:00
070023,2.0672,0.0726,2020-01-14 13:36:00
070023,2.0674,0.0816,2020-01-14 10:03:00
070023,2.0674,0.0816,2020-01-14 10:13:00
070023,2.0674,0.0816,2020-01-14 11:20:00
070023,2.0676,0.0907,2020-01-14 10:01:00
070023,2.0676,0.0907,2020-01-14 13:46:00
070023,2.0678,0.0998,2020-01-14 10:12:00
070023,2.0678,0.0998,2020-01-14 10:14:00
070023,2.0678,0.0998,2020-01-14 11:19:00
070023,2.0678,0.0998,2020-01-14 13:37:00
070023,2.0678,0.0998,2020-01-14 13:48:00
070023,2.0679,0.1088,2020-01-14 09:45:00
070023,2.0679,0.1088,2020-01-14 10:29:00
070023,2.0679,0.1088,2020-01-14 10:30:00
070023,2.0679,0.1088,2020-01-14 10:45:00
070023,2.0679,0.1088,2020-01-14 13:47:00
070023,2.0679,0.1088,2020-01-14 13:49:00
070023,2.0681,0.1179,2020-01-14 09:42:00
070023,2.0681,0.1179,2020-01-14 09:50:00
070023,2.0681,0.1179,2020-01-14 09:59:00
070023,2.0681,0.1179,2020-01-14 10:07:00
070023,2.0681,0.1179,2020-01-14 13:38:00
070023,2.0681,0.1179,2020-01-14 13:39:00
070023,2.0681,0.1179,2020-01-14 13:40:00
070023,2.0681,0.1179,2020-01-14 13:45:00
070023,2.0683,0.127,2020-01-14 09:49:00
070023,2.0683,0.127,2020-01-14 09:58:00
070023,2.0683,0.127,2020-01-14 10:00:00
070023,2.0683,0.127,2020-01-14 10:02:00
070023,2.0683,0.127,2020-01-14 10:31:00
070023,2.0683,0.127,2020-01-14 10:42:00
070023,2.0685,0.1361,2020-01-14 10:28:00
070023,2.0685,0.1361,2020-01-14 10:41:00
070023,2.0685,0.1361,2020-01-14 10:48:00
070023,2.0685,0.1361,2020-01-14 13:41:00
070023,2.0687,0.1451,2020-01-14 09:36:00
070023,2.0687,0.1451,2020-01-14 09:40:00
070023,2.0687,0.1451,2020-01-14 09:54:00
070023,2.0687,0.1451,2020-01-14 10:17:00
070023,2.0687,0.1451,2020-01-14 10:21:00
070023,2.0687,0.1451,2020-01-14 10:23:00
070023,2.0687,0.1451,2020-01-14 10:24:00
070023,2.0687,0.1451,2020-01-14 10:25:00
070023,2.0687,0.1451,2020-01-14 10:26:00
070023,2.0687,0.1451,2020-01-14 10:32:00
070023,2.0687,0.1451,2020-01-14 10:44:00
070023,2.0687,0.1451,2020-01-14 11:09:00
070023,2.0689,0.1542,2020-01-14 09:47:00
070023,2.0689,0.1542,2020-01-14 09:48:00
070023,2.0689,0.1542,2020-01-14 10:15:00
070023,2.0689,0.1542,2020-01-14 10:46:00
070023,2.0689,0.1542,2020-01-14 10:47:00
070023,2.0689,0.1542,2020-01-14 11:18:00
070023,2.0689,0.1542,2020-01-14 13:42:00
070023,2.0691,0.1633,2020-01-14 10:16:00
070023,2.0691,0.1633,2020-01-14 10:18:00
070023,2.0691,0.1633,2020-01-14 10:22:00
070023,2.0691,0.1633,2020-01-14 10:27:00
070023,2.0691,0.1633,2020-01-14 10:35:00
070023,2.0691,0.1633,2020-01-14 10:40:00
070023,2.0691,0.1633,2020-01-14 10:49:00
070023,2.0691,0.1633,2020-01-14 13:43:00
070023,2.0691,0.1633,2020-01-14 13:44:00
070023,2.0693,0.1723,2020-01-14 09:46:00
070023,2.0693,0.1723,2020-01-14 09:56:00
070023,2.0693,0.1723,2020-01-14 10:33:00
070023,2.0693,0.1723,2020-01-14 10:36:00
070023,2.0693,0.1723,2020-01-14 10:37:00
070023,2.0693,0.1723,2020-01-14 10:43:00
070023,2.0694,0.1814,2020-01-14 09:44:00
070023,2.0694,0.1814,2020-01-14 09:57:00
070023,2.0694,0.1814,2020-01-14 10:20:00
070023,2.0694,0.1814,2020-01-14 10:34:00
070023,2.0694,0.1814,2020-01-14 11:06:00
070023,2.0694,0.1814,2020-01-14 11:07:00
070023,2.0694,0.1814,2020-01-14 11:08:00
070023,2.0694,0.1814,2020-01-14 11:14:00
070023,2.0694,0.1814,2020-01-14 11:16:00
070023,2.0696,0.1905,2020-01-14 09:51:00
070023,2.0696,0.1905,2020-01-14 09:53:00
070023,2.0696,0.1905,2020-01-14 09:55:00
070023,2.0696,0.1905,2020-01-14 10:38:00
070023,2.0696,0.1905,2020-01-14 10:39:00
070023,2.0696,0.1905,2020-01-14 10:50:00
070023,2.0696,0.1905,2020-01-14 11:10:00
070023,2.0696,0.1905,2020-01-14 11:13:00
070023,2.0696,0.1905,2020-01-14 11:17:00
070023,2.0698,0.1995,2020-01-14 10:19:00
070023,2.0698,0.1995,2020-01-14 10:53:00
070023,2.0698,0.1995,2020-01-14 11:03:00
070023,2.0698,0.1995,2020-01-14 11:15:00
070023,2.07,0.2086,2020-01-14 11:11:00
070023,2.0702,0.2177,2020-01-14 09:43:00
070023,2.0702,0.2177,2020-01-14 10:51:00
070023,2.0702,0.2177,2020-01-14 10:52:00
070023,2.0702,0.2177,2020-01-14 11:04:00
070023,2.0702,0.2177,2020-01-14 11:12:00
070023,2.0704,0.2268,2020-01-14 09:35:00
070023,2.0704,0.2268,2020-01-14 09:41:00
070023,2.0704,0.2268,2020-01-14 09:52:00
070023,2.0706,0.2358,2020-01-14 11:00:00
070023,2.0706,0.2358,2020-01-14 11:02:00
070023,2.0706,0.2358,2020-01-14 11:05:00
070023,2.0709,0.254,2020-01-14 09:34:00
070023,2.0709,0.254,2020-01-14 10:58:00
070023,2.0709,0.254,2020-01-14 10:59:00
070023,2.0709,0.254,2020-01-14 11:01:00
070023,2.0713,0.2721,2020-01-14 10:54:00
070023,2.0717,0.2902,2020-01-14 09:30:00
070023,2.0717,0.2902,2020-01-14 10:55:00
070023,2.0719,0.2993,2020-01-14 09:32:00
070023,2.0719,0.2993,2020-01-14 10:57:00
070023,2.0723,0.3174,2020-01-14 09:33:00
070023,2.0723,0.3174,2020-01-14 10:56:00
070023,2.0726,0.3356,2020-01-14 09:39:00
070023,2.0728,0.3447,2020-01-14 09:37:00
070023,2.0732,0.3628,2020-01-14 09:31:00
070023,2.0734,0.3719,2020-01-14 09:38:00
090010,1.7271,0.0645,2020-01-14 14:51:00
090010,1.7273,0.0737,2020-01-14 14:50:00
090010,1.7273,0.0737,2020-01-14 14:52:00
090010,1.7273,0.0737,2020-01-14 14:53:00
090010,1.7273,0.0737,2020-01-14 14:54:00
090010,1.7273,0.0737,2020-01-14 14:55:00
090010,1.7273,0.0737,2020-01-14 14:56:00
090010,1.7274,0.0829,2020-01-14 14:57:00
090010,1.7274,0.0829,2020-01-14 14:58:00
090010,1.7274,0.0829,2020-01-14 14:59:00
090010,1.7274,0.0829,2020-01-14 15:00:00
090010,1.7276,0.0921,2020-01-14 14:49:00
090010,1.7279,0.1105,2020-01-14 14:48:00
090010,1.7281,0.1197,2020-01-14 14:47:00
090010,1.7284,0.1382,2020-01-14 14:03:00
090010,1.7284,0.1382,2020-01-14 14:04:00
090010,1.7284,0.1382,2020-01-14 14:44:00
090010,1.7284,0.1382,2020-01-14 14:45:00
090010,1.7285,0.1474,2020-01-14 14:46:00
090010,1.7287,0.1566,2020-01-14 09:36:00
090010,1.7289,0.1658,2020-01-14 14:43:00
090010,1.729,0.175,2020-01-14 13:10:00
090010,1.729,0.175,2020-01-14 13:11:00
090010,1.729,0.175,2020-01-14 13:13:00
090010,1.729,0.175,2020-01-14 14:10:00
090010,1.729,0.175,2020-01-14 14:42:00
090010,1.7292,0.1842,2020-01-14 14:41:00
090010,1.7293,0.1934,2020-01-14 09:30:00
090010,1.7293,0.1934,2020-01-14 13:14:00
090010,1.7293,0.1934,2020-01-14 14:02:00
090010,1.7293,0.1934,2020-01-14 14:05:00
090010,1.7293,0.1934,2020-01-14 14:07:00
090010,1.7295,0.2026,2020-01-14 09:32:00
090010,1.7295,0.2026,2020-01-14 13:00:00
090010,1.7295,0.2026,2020-01-14 13:09:00
090010,1.7295,0.2026,2020-01-14 14:09:00
090010,1.7295,0.2026,2020-01-14 14:11:00
090010,1.7297,0.2119,2020-01-14 09:34:00
090010,1.7297,0.2119,2020-01-14 09:35:00
090010,1.7297,0.2119,2020-01-14 13:03:00
090010,1.7297,0.2119,2020-01-14 13:08:00
090010,1.7297,0.2119,2020-01-14 13:15:00
090010,1.7297,0.2119,2020-01-14 14:06:00
090010,1.7297,0.2119,2020-01-14 14:08:00
090010,1.7297,0.2119,2020-01-14 14:12:00
090010,1.7297,0.2119,2020-01-14 14:15:00
090010,1.7297,0.2119,2020-01-14 14:16:00
090010,1.7297,0.2119,2020-01-14 14:17:00
090010,1.7297,0.2119,2020-01-14 14:18:00
090010,1.7297,0.2119,2020-01-14 14:28:00
090010,1.7297,0.2119,2020-01-14 14:29:00
090010,1.7297,0.2119,2020-01-14 14:40:00
090010,1.7298,0.2211,2020-01-14 13:01:00
090010,1.7298,0.2211,2020-01-14 13:04:00
090010,1.7298,0.2211,2020-01-14 13:12:00
090010,1.7298,0.2211,2020-01-14 13:16:00
090010,1.7298,0.2211,2020-01-14 14:19:00
090010,1.7298,0.2211,2020-01-14 14:20:00
090010,1.7298,0.2211,2020-01-14 14:22:00
090010,1.73,0.2303,2020-01-14 09:31:00
090010,1.73,0.2303,2020-01-14 13:02:00
090010,1.73,0.2303,2020-01-14 13:07:00
090010,1.73,0.2303,2020-01-14 14:13:00
090010,1.73,0.2303,2020-01-14 14:14:00
090010,1.73,0.2303,2020-01-14 14:23:00
090010,1.73,0.2303,2020-01-14 14:24:00
090010,1.73,0.2303,2020-01-14 14:25:00
090010,1.73,0.2303,2020-01-14 14:26:00
090010,1.73,0.2303,2020-01-14 14:27:00
090010,1.73,0.2303,2020-01-14 14:39:00
090010,1.7301,0.2395,2020-01-14 10:10:00
090010,1.7301,0.2395,2020-01-14 13:06:00
090010,1.7301,0.2395,2020-01-14 13:18:00
090010,1.7301,0.2395,2020-01-14 13:20:00
090010,1.7301,0.2395,2020-01-14 13:33:00
090010,1.7301,0.2395,2020-01-14 14:00:00
090010,1.7301,0.2395,2020-01-14 14:01:00
090010,1.7301,0.2395,2020-01-14 14:21:00
090010,1.7303,0.2487,2020-01-14 09:33:00
090010,1.7303,0.2487,2020-01-14 09:42:00
090010,1.7303,0.2487,2020-01-14 10:04:00
090010,1.7303,0.2487,2020-01-14 11:29:00
090010,1.7303,0.2487,2020-01-14 13:05:00
090010,1.7303,0.2487,2020-01-14 13:17:00
090010,1.7303,0.2487,2020-01-14 13:19:00
090010,1.7303,0.2487,2020-01-14 13:31:00
090010,1.7305,0.2579,2020-01-14 10:08:00
090010,1.7305,0.2579,2020-01-14 10:11:00
090010,1.7305,0.2579,2020-01-14 11:30:00
090010,1.7305,0.2579,2020-01-14 13:28:00
090010,1.7305,0.2579,2020-01-14 13:30:00
090010,1.7305,0.2579,2020-01-14 13:32:00
090010,1.7305,0.2579,2020-01-14 13:58:00
090010,1.7305,0.2579,2020-01-14 13:59:00
090010,1.7305,0.2579,2020-01-14 14:30:00
090010,1.7305,0.2579,2020-01-14 14:36:00
090010,1.7306,0.2671,2020-01-14 09:40:00
090010,1.7306,0.2671,2020-01-14 10:03:00
090010,1.7306,0.2671,2020-01-14 10:09:00
090010,1.7306,0.2671,2020-01-14 11:25:00
090010,1.7306,0.2671,2020-01-14 11:26:00
090010,1.7306,0.2671,2020-01-14 13:26:00
090010,1.7306,0.2671,2020-01-14 13:27:00
090010,1.7306,0.2671,2020-01-14 14:35:00
090010,1.7306,0.2671,2020-01-14 14:37:00
090010,1.7306,0.2671,2020-01-14 14:38:00
090010,1.7308,0.2763,2020-01-14 10:05:00
090010,1.7308,0.2763,2020-01-14 10:06:00
090010,1.7308,0.2763,2020-01-14 13:53:00
090010,1.7308,0.2763,2020-01-14 13:57:00
090010,1.7308,0.2763,2020-01-14 14:31:00
090010,1.7308,0.2763,2020-01-14 14:33:00
090010,1.7309,0.2855,2020-01-14 11:28:00
090010,1.7309,0.2855,2020-01-14 13:21:00
090010,1.7309,0.2855,2020-01-14 13:22:00
090010,1.7309,0.2855,2020-01-14 13:23:00
090010,1.7309,0.2855,2020-01-14 13:25:00
090010,1.7309,0.2855,2020-01-14 13:29:00
090010,1.7309,0.2855,2020-01-14 13:52:00
090010,1.7309,0.2855,2020-01-14 13:54:00
090010,1.7309,0.2855,2020-01-14 13:55:00
090010,1.7309,0.2855,2020-01-14 14:34:00
090010,1.7311,0.2948,2020-01-14 10:02:00
090010,1.7311,0.2948,2020-01-14 10:07:00
090010,1.7311,0.2948,2020-01-14 11:23:00
090010,1.7311,0.2948,2020-01-14 11:24:00
090010,1.7311,0.2948,2020-01-14 11:27:00
090010,1.7311,0.2948,2020-01-14 13:24:00
090010,1.7311,0.2948,2020-01-14 13:34:00
090010,1.7311,0.2948,2020-01-14 13:56:00
090010,1.7311,0.2948,2020-01-14 14:32:00
090010,1.7312,0.304,2020-01-14 09:43:00
090010,1.7312,0.304,2020-01-14 09:45:00
090010,1.7312,0.304,2020-01-14 10:01:00
090010,1.7312,0.304,2020-01-14 13:35:00
090010,1.7312,0.304,2020-01-14 13:51:00
090010,1.7314,0.3132,2020-01-14 09:41:00
090010,1.7314,0.3132,2020-01-14 09:46:00
090010,1.7314,0.3132,2020-01-14 10:12:00
090010,1.7314,0.3132,2020-01-14 13:36:00
090010,1.7314,0.3132,2020-01-14 13:37:00
090010,1.7314,0.3132,2020-01-14 13:38:00
090010,1.7316,0.3224,2020-01-14 09:37:00
090010,1.7316,0.3224,2020-01-14 13:50:00
090010,1.7317,0.3316,2020-01-14 09:44:00
090010,1.7317,0.3316,2020-01-14 10:13:00
090010,1.7317,0.3316,2020-01-14 10:42:00
090010,1.7317,0.3316,2020-01-14 11:22:00
090010,1.7319,0.3408,2020-01-14 10:00:00
090010,1.7319,0.3408,2020-01-14 10:14:00
090010,1.7319,0.3408,2020-01-14 10:16:00
090010,1.7319,0.3408,2020-01-14 10:43:00
090010,1.7319,0.3408,2020-01-14 13:39:00
090010,1.732,0.35,2020-01-14 09:38:00
090010,1.732,0.35,2020-01-14 09:39:00
090010,1.732,0.35,2020-01-14 09:47:00
090010,1.732,0.35,2020-01-14 09:49:00
090010,1.732,0.35,2020-01-14 10:15:00
090010,1.732,0.35,2020-01-14 10:41:00
090010,1.732,0.35,2020-01-14 10:44:00
090010,1.732,0.35,2020-01-14 11:21:00
090010,1.732,0.35,2020-01-14 13:40:00
090010,1.7322,0.3592,2020-01-14 09:59:00
090010,1.7322,0.3592,2020-01-14 10:17:00
090010,1.7322,0.3592,2020-01-14 10:18:00
090010,1.7322,0.3592,2020-01-14 10:45:00
090010,1.7324,0.3684,2020-01-14 09:48:00
090010,1.7324,0.3684,2020-01-14 09:58:00
090010,1.7324,0.3684,2020-01-14 10:19:00
090010,1.7324,0.3684,2020-01-14 10:20:00
090010,1.7324,0.3684,2020-01-14 10:22:00
090010,1.7324,0.3684,2020-01-14 10:28:00
090010,1.7324,0.3684,2020-01-14 10:46:00
090010,1.7325,0.3777,2020-01-14 09:50:00
090010,1.7325,0.3777,2020-01-14 10:26:00
090010,1.7325,0.3777,2020-01-14 10:30:00
090010,1.7325,0.3777,2020-01-14 10:31:00
090010,1.7325,0.3777,2020-01-14 10:47:00
090010,1.7325,0.3777,2020-01-14 10:49:00
090010,1.7325,0.3777,2020-01-14 13:41:00
090010,1.7325,0.3777,2020-01-14 13:45:00
090010,1.7325,0.3777,2020-01-14 13:46:00
090010,1.7327,0.3869,2020-01-14 10:21:00
090010,1.7327,0.3869,2020-01-14 10:23:00
090010,1.7327,0.3869,2020-01-14 10:27:00
090010,1.7327,0.3869,2020-01-14 10:48:00
090010,1.7327,0.3869,2020-01-14 11:19:00
090010,1.7327,0.3869,2020-01-14 11:20:00
090010,1.7327,0.3869,2020-01-14 13:42:00
090010,1.7327,0.3869,2020-01-14 13:47:00
090010,1.7327,0.3869,2020-01-14 13:48:00
090010,1.7327,0.3869,2020-01-14 13:49:00
090010,1.7328,0.3961,2020-01-14 09:57:00
090010,1.7328,0.3961,2020-01-14 10:24:00
090010,1.7328,0.3961,2020-01-14 10:29:00
090010,1.7328,0.3961,2020-01-14 10:32:00
090010,1.733,0.4053,2020-01-14 09:51:00
090010,1.733,0.4053,2020-01-14 10:25:00
090010,1.733,0.4053,2020-01-14 10:33:00
090010,1.733,0.4053,2020-01-14 10:38:00
090010,1.733,0.4053,2020-01-14 10:40:00
090010,1.733,0.4053,2020-01-14 10:50:00
090010,1.733,0.4053,2020-01-14 10:52:00
090010,1.733,0.4053,2020-01-14 10:53:00
090010,1.733,0.4053,2020-01-14 13:44:00
090010,1.7332,0.4145,2020-01-14 10:51:00
090010,1.7332,0.4145,2020-01-14 11:09:00
090010,1.7332,0.4145,2020-01-14 11:18:00
090010,1.7332,0.4145,2020-01-14 13:43:00
090010,1.7333,0.4237,2020-01-14 09:52:00
090010,1.7333,0.4237,2020-01-14 09:53:00
090010,1.7333,0.4237,2020-01-14 09:54:00
090010,1.7333,0.4237,2020-01-14 09:56:00
090010,1.7333,0.4237,2020-01-14 10:35:00
090010,1.7333,0.4237,2020-01-14 10:39:00
090010,1.7333,0.4237,2020-01-14 11:08:00
090010,1.7335,0.4329,2020-01-14 11:10:00
090010,1.7335,0.4329,2020-01-14 11:11:00
090010,1.7335,0.4329,2020-01-14 11:16:00
090010,1.7335,0.4329,2020-01-14 11:17:00
090010,1.7336,0.4421,2020-01-14 10:54:00
090010,1.7336,0.4421,2020-01-14 11:13:00
090010,1.7338,0.4513,2020-01-14 09:55:00
090010,1.7338,0.4513,2020-01-14 10:36:00
090010,1.7338,0.4513,2020-01-14 10:37:00
090010,1.7338,0.4513,2020-01-14 11:15:00
090010,1.7339,0.4606,2020-01-14 10:34:00
090010,1.7339,0.4606,2020-01-14 11:12:00
090010,1.7339,0.4606,2020-01-14 11:14:00
090010,1.7341,0.4698,2020-01-14 10:55:00
090010,1.7341,0.4698,2020-01-14 11:03:00
090010,1.7341,0.4698,2020-01-14 11:05:00
090010,1.7341,0.4698,2020-01-14 11:06:00
090010,1.7343,0.479,2020-01-14 10:56:00
090010,1.7343,0.479,2020-01-14 10:57:00
090010,1.7343,0.479,2020-01-14 11:02:00
090010,1.7343,0.479,2020-01-14 11:04:00
090010,1.7343,0.479,2020-01-14 11:07:00
090010,1.7344,0.4882,2020-01-14 10:59:00
090010,1.7346,0.4974,2020-01-14 10:58:00
090010,1.7352,0.5342,2020-01-14 11:01:00
090010,1.7354,0.5434,2020-01-14 11:00:00
160632,1.229,-1.7595,2020-01-14 14:43:00
160632,1.2291,-1.7501,2020-01-14 14:42:00
160632,1.2293,-1.7313,2020-01-14 14:44:00
160632,1.2295,-1.7218,2020-01-14 14:41:00
160632,1.2296,-1.7124,2020-01-14 14:45:00
160632,1.2296,-1.7124,2020-01-14 14:46:00
160632,1.2298,-1.6936,2020-01-14 14:50:00
160632,1.2298,-1.6936,2020-01-14 14:51:00
160632,1.2299,-1.6842,2020-01-14 14:52:00
160632,1.23,-1.6748,2020-01-14 14:40:00
160632,1.23,-1.6748,2020-01-14 14:47:00
160632,1.2302,-1.6654,2020-01-14 14:27:00
160632,1.2303,-1.656,2020-01-14 14:26:00
160632,1.2303,-1.656,2020-01-14 14:28:00
160632,1.2304,-1.6466,2020-01-14 14:29:00
160632,1.2304,-1.6466,2020-01-14 14:36:00
160632,1.2304,-1.6466,2020-01-14 14:37:00
160632,1.2305,-1.6372,2020-01-14 14:25:00
160632,1.2305,-1.6372,2020-01-14 14:35:00
160632,1.2305,-1.6372,2020-01-14 14:48:00
160632,1.2305,-1.6372,2020-01-14 14:49:00
160632,1.2306,-1.6278,2020-01-14 14:23:00
160632,1.2306,-1.6278,2020-01-14 14:32:00
160632,1.2308,-1.6183,2020-01-14 14:24:00
160632,1.2308,-1.6183,2020-01-14 14:34:00
160632,1.2308,-1.6183,2020-01-14 14:38:00
160632,1.2308,-1.6183,2020-01-14 14:39:00
160632,1.2309,-1.6089,2020-01-14 14:10:00
160632,1.2309,-1.6089,2020-01-14 14:22:00
160632,1.2309,-1.6089,2020-01-14 14:31:00
160632,1.2309,-1.6089,2020-01-14 14:33:00
160632,1.2309,-1.6089,2020-01-14 14:53:00
160632,1.231,-1.5995,2020-01-14 14:11:00
160632,1.231,-1.5995,2020-01-14 14:54:00
160632,1.231,-1.5995,2020-01-14 14:55:00
160632,1.2311,-1.5901,2020-01-14 13:54:00
160632,1.2311,-1.5901,2020-01-14 14:03:00
160632,1.2312,-1.5807,2020-01-14 14:30:00
160632,1.2313,-1.5713,2020-01-14 14:04:00
160632,1.2313,-1.5713,2020-01-14 14:09:00
160632,1.2313,-1.5713,2020-01-14 14:12:00
160632,1.2313,-1.5713,2020-01-14 14:20:00
160632,1.2313,-1.5713,2020-01-14 14:56:00
160632,1.2313,-1.5713,2020-01-14 14:57:00
160632,1.2313,-1.5713,2020-01-14 14:58:00
160632,1.2313,-1.5713,2020-01-14 14:59:00
160632,1.2313,-1.5713,2020-01-14 15:00:00
160632,1.2315,-1.5619,2020-01-14 13:53:00
160632,1.2315,-1.5619,2020-01-14 14:02:00
160632,1.2315,-1.5619,2020-01-14 14:08:00
160632,1.2315,-1.5619,2020-01-14 14:21:00
160632,1.2316,-1.5525,2020-01-14 13:30:00
160632,1.2316,-1.5525,2020-01-14 13:33:00
160632,1.2316,-1.5525,2020-01-14 13:55:00
160632,1.2316,-1.5525,2020-01-14 14:06:00
160632,1.2316,-1.5525,2020-01-14 14:07:00
160632,1.2316,-1.5525,2020-01-14 14:18:00
160632,1.2316,-1.5525,2020-01-14 14:19:00
160632,1.2317,-1.5431,2020-01-14 14:05:00
160632,1.2317,-1.5431,2020-01-14 14:15:00
160632,1.2317,-1.5431,2020-01-14 14:16:00
160632,1.2317,-1.5431,2020-01-14 14:17:00
160632,1.2318,-1.5337,2020-01-14 13:31:00
160632,1.2318,-1.5337,2020-01-14 13:32:00
160632,1.2318,-1.5337,2020-01-14 14:01:00
160632,1.2319,-1.5243,2020-01-14 13:56:00
160632,1.2319,-1.5243,2020-01-14 13:58:00
160632,1.2319,-1.5243,2020-01-14 13:59:00
160632,1.2319,-1.5243,2020-01-14 14:14:00
160632,1.232,-1.5148,2020-01-14 13:29:00
